"filename", "language", "JavaScript", "Markdown", "JSON with Comments", "JSON", "HTML", "PHP", "JavaScript JSX", "PostCSS", "XML", "YAML", "comment", "blank", "total"
"c:\Users\scarl\Documents\GitHub\PhantomLog\docs\react\01_fundamentos_y_componentes.html", "HTML", 0, 0, 0, 0, 1463, 0, 0, 0, 0, 0, 0, 134, 1597
"c:\Users\scarl\Documents\GitHub\PhantomLog\docs\react\01_fundamentos_y_componentes.md", "Markdown", 0, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 319, 1329
"c:\Users\scarl\Documents\GitHub\PhantomLog\docs\react\01_fundamentos_y_componentes_tmp.html", "HTML", 0, 0, 0, 0, 1463, 0, 0, 0, 0, 0, 0, 134, 1597
"c:\Users\scarl\Documents\GitHub\PhantomLog\docs\react\02_useEffect_useContext_router.md", "Markdown", 0, 361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 476
"c:\Users\scarl\Documents\GitHub\PhantomLog\docs\react\03_optimizacion_y_patrones.md", "Markdown", 0, 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 537
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\.cursor\mcp.json", "JSON with Comments", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\.github\workflows\tests.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 23, 108
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\.junie\coding-standards.md", "Markdown", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 64
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\.junie\guidelines.md", "Markdown", 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 352
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\.junie\mcp\mcp.json", "JSON with Comments", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\.mcp.json", "JSON", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\AGENTS.md", "Markdown", 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 352
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\CLAUDE.md", "Markdown", 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 352
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\README.md", "Markdown", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Comments\CommentResource.php", "PHP", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 16, 76
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Comments\Pages\CreateComment.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Comments\Pages\EditComment.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Comments\Pages\ListComments.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Comments\Pages\ViewComment.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Comments\Schemas\CommentForm.php", "PHP", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 5, 42
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Comments\Schemas\CommentInfolist.php", "PHP", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Comments\Tables\CommentsTable.php", "PHP", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 1, 5, 57
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Expeditions\ExpeditionResource.php", "PHP", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 1, 15, 75
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Expeditions\Pages\CreateExpedition.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Expeditions\Pages\EditExpedition.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Expeditions\Pages\ListExpeditions.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Expeditions\Pages\ViewExpedition.php", "PHP", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Expeditions\Schemas\ExpeditionForm.php", "PHP", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 5, 73
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Expeditions\Schemas\ExpeditionInfolist.php", "PHP", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 5, 38
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Expeditions\Tables\ExpeditionsTable.php", "PHP", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 5, 55
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Forums\ForumResource.php", "PHP", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 15, 76
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Forums\Pages\CreateForum.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Forums\Pages\EditForum.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Forums\Pages\ListForums.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Forums\Pages\ViewForum.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Forums\RelationManagers\ReportsRelationManager.php", "PHP", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 1, 8, 72
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Forums\Schemas\ForumForm.php", "PHP", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 5, 57
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Forums\Schemas\ForumInfolist.php", "PHP", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 5, 45
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Forums\Tables\ForumsTable.php", "PHP", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 1, 5, 51
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\InvoiceDetails\InvoiceDetailResource.php", "PHP", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 1, 14, 72
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\InvoiceDetails\Pages\CreateInvoiceDetail.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\InvoiceDetails\Pages\EditInvoiceDetail.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\InvoiceDetails\Pages\ListInvoiceDetails.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\InvoiceDetails\Pages\ViewInvoiceDetail.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\InvoiceDetails\Schemas\InvoiceDetailForm.php", "PHP", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 16, 116
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\InvoiceDetails\Schemas\InvoiceDetailInfolist.php", "PHP", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\InvoiceDetails\Tables\InvoiceDetailsTable.php", "PHP", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 1, 5, 52
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Invoices\InvoiceResource.php", "PHP", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 15, 76
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Invoices\Pages\CreateInvoice.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Invoices\Pages\EditInvoice.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Invoices\Pages\ListInvoices.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Invoices\Pages\ViewInvoice.php", "PHP", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Invoices\RelationManagers\InvoiceDetailsRelationManager.php", "PHP", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 3, 8, 68
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Invoices\Schemas\InvoiceForm.php", "PHP", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 8, 69
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Invoices\Schemas\InvoiceInfolist.php", "PHP", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 5, 44
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Invoices\Tables\InvoicesTable.php", "PHP", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 1, 5, 58
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Phantoms\Pages\CreatePhantom.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Phantoms\Pages\EditPhantom.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Phantoms\Pages\ListPhantoms.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Phantoms\Pages\ViewPhantom.php", "PHP", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Phantoms\PhantomResource.php", "PHP", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 1, 15, 75
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Phantoms\Schemas\PhantomForm.php", "PHP", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 6, 72
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Phantoms\Schemas\PhantomInfolist.php", "PHP", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 5, 55
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Phantoms\Tables\PhantomsTable.php", "PHP", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 1, 5, 60
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Products\Pages\CreateProduct.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Products\Pages\EditProduct.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Products\Pages\ListProducts.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Products\Pages\ViewProduct.php", "PHP", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Products\ProductResource.php", "PHP", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 1, 15, 75
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Products\Schemas\ProductForm.php", "PHP", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 7, 86
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Products\Schemas\ProductInfolist.php", "PHP", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 5, 56
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Products\Tables\ProductsTable.php", "PHP", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 1, 5, 60
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Reports\Pages\CreateReport.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Reports\Pages\EditReport.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Reports\Pages\ListReports.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Reports\Pages\ViewReport.php", "PHP", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Reports\RelationManagers\CommentsRelationManager.php", "PHP", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 2, 8, 70
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Reports\ReportResource.php", "PHP", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 16, 79
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Reports\Schemas\ReportForm.php", "PHP", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 6, 73
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Reports\Schemas\ReportInfolist.php", "PHP", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 5, 47
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Reports\Tables\ReportsTable.php", "PHP", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 1, 5, 58
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Users\Pages\CreateUser.php", "PHP", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Users\Pages\EditUser.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Users\Pages\ListUsers.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Users\Pages\ViewUser.php", "PHP", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Users\Schemas\UserForm.php", "PHP", 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 15, 127
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Users\Schemas\UserInfolist.php", "PHP", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 3, 5, 68
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Users\Tables\UsersTable.php", "PHP", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 1, 5, 63
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Filament\Resources\Users\UserResource.php", "PHP", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 1, 15, 75
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\AuthController.php", "PHP", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 1, 17, 101
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\BootstrapController.php", "PHP", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 20, 11, 79
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\CartController.php", "PHP", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 1, 20, 89
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\CommentController.php", "PHP", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 2, 20, 86
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\ExpeditionController.php", "PHP", 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 7, 29, 159
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\ForumController.php", "PHP", 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 2, 29, 159
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\InvoiceController.php", "PHP", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 5, 24, 138
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\PhantomController.php", "PHP", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 2, 19, 86
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\ProductController.php", "PHP", 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 4, 25, 137
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\ReportController.php", "PHP", 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 4, 26, 141
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\ReportVoteController.php", "PHP", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 11, 56
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Api\UserController.php", "PHP", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 1, 15, 102
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Controllers\Controller.php", "PHP", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 4, 11
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Http\Middleware\RedirectNonAdminFromFilament.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 6, 27
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Mail\InvoicePaid.php", "PHP", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 8, 31
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\Comment.php", "PHP", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 19, 11, 78
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\Expedition.php", "PHP", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 21, 11, 83
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\Forum.php", "PHP", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 21, 16, 97
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\Invoice.php", "PHP", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 24, 12, 95
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\InvoiceDetail.php", "PHP", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 23, 10, 85
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\Phantom.php", "PHP", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 21, 9, 76
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\Product.php", "PHP", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 22, 9, 78
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\Report.php", "PHP", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 26, 20, 127
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\ReportVote.php", "PHP", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 11, 11, 70
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Models\User.php", "PHP", 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 15, 22, 135
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Providers\AppServiceProvider.php", "PHP", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 6, 25
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Providers\Filament\AdminPanelProvider.php", "PHP", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 5, 95
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-backend\app\Services\CartService.php", "PHP", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 14, 28, 138
